Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
28466.1,v,,di- + <pagut>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28467,v,1127,dipahami,dasar,,
28467.1,v,,di- + <paham> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28467.2,x,,di- + <pahami>,bentukan,[37] di- + (<all>) + (-i;-kan),
28467.3,x,,<dipaham> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28468,v,30,dipahaminya,dasar,,
28468.1,x,,di- + <pahaminya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28468.2,x,,<dipahami> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28468.3,v,,di- + <paham> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28468.4,x,,di- + <pahami> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28468.5,x,,<dipaham> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28469,v,8,dipahamkan,dasar,,
28469.1,v,,di- + <paham> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28469.2,x,,di- + <pahamkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28469.3,x,,<dipaham> + -kan,bentukan,[29] [S] -kan + (<all>),
28469.4,x,,<dipahamk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28470,v,25,dipahat,dasar,,
28470.1,v,,di- + <pahat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28471,v,5,dipahatkan,dasar,,
28471.1,v,,di- + <pahat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28471.2,x,,di- + <pahatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28471.3,x,,<dipahat> + -kan,bentukan,[29] [S] -kan + (<all>),
28471.4,x,,<dipahatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28472,v,3,dipahatnya,dasar,,
28472.1,x,,di- + <pahatnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28472.2,x,,<dipahat> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28472.3,v,,di- + <pahat> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28473,v,15,dipailitkan,dasar,,
28473.1,v,,di- + <pailit> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28473.2,x,,di- + <pailitkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28473.3,x,,<dipailit> + -kan,bentukan,[29] [S] -kan + (<all>),
28473.4,x,,<dipailitk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28474,v,3,dipajaki,dasar,,
28474.1,v,,di- + <pajak> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28474.2,x,,di- + <pajaki>,bentukan,[37] di- + (<all>) + (-i;-kan),
28474.3,x,,<dipajak> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28475,v,162,dipajang,dasar,,
28475.1,v,,di- + <pajang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28476,v,2,dipajangnya,dasar,,
28476.1,x,,di- + <pajangnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28476.2,x,,<dipajang> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28476.3,v,,di- + <pajang> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28477,v,2395,dipakai,dasar,,
28477.1,x,,di- + <paka> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28477.2,v,,di- + <pakai>,bentukan,[37] di- + (<all>) + (-i;-kan),
28477.3,x,,<dipaka> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28478,v,23,dipakaikan,dasar,,
28478.1,v,,di- + <pakai> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28478.2,x,,di- + <pakaikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28478.3,x,,<dipakai> + -kan,bentukan,[29] [S] -kan + (<all>),
28478.4,x,,<dipakaik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28479,v,2,dipakaikannya,dasar,,
28479.1,x,,di- + <pakaikannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28479.2,x,,<dipakaikan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28479.3,v,,di- + <pakai> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28479.4,x,,di- + <pakaikan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28479.5,x,,<dipakai> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28479.6,x,,<dipakaik> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28480,v,125,dipakainya,dasar,,
28480.1,x,,di- + <pakainya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28480.2,x,,<dipakai> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28480.3,x,,di- + <paka> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28480.4,v,,di- + <pakai> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28480.5,x,,<dipaka> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28481,t,20,dipake,dasar,dipakai,
28481.1,x,,di- + <pake>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28482,v,3,dipaketkan,dasar,,
28482.1,v,,di- + <paket> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28482.2,x,,di- + <paketkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28482.3,x,,<dipaket> + -kan,bentukan,[29] [S] -kan + (<all>),
28482.4,x,,<dipaketk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28483,v,566,dipaksa,dasar,,
28483.1,v,,di- + <paksa>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28484,v,6,dipaksa-paksa,dasar,,
28484.1,v,,di- + <paksa> [-] <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28485,v,2,dipaksaberhimpitan,dasar,,
28485.1,x,,di- + <paksaberhimpitan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28485.2,x,,<dipaksaberhimpit> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28486,t,2,dipaksai,dasar,dipaksa,
28486.1,x,,di- + <paksa> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28486.2,x,,di- + <paksai>,bentukan,[37] di- + (<all>) + (-i;-kan),
28486.3,x,,<dipaksa> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28487,t,5,dipaksain,dasar,dipaksakan,
28487.1,x,,di- + <paksain>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28488,v,265,dipaksakan,dasar,,
28488.1,v,,di- + <paksa> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28488.2,x,,di- + <paksakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28488.3,x,,<dipaksa> + -kan,bentukan,[29] [S] -kan + (<all>),
28488.4,x,,<dipaksak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28489,v,5,dipaksakannya,dasar,,
28489.1,x,,di- + <paksakannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28489.2,x,,<dipaksakan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28489.3,v,,di- + <paksa> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28489.4,x,,di- + <paksakan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28489.5,x,,<dipaksa> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28489.6,x,,<dipaksak> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28490,v,3,dipaksanya,dasar,,
28490.1,x,,di- + <paksanya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28490.2,x,,<dipaksa> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28490.3,v,,di- + <paksa> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28491,v,15,dipaku,dasar,,
28491.1,v,,di- + <paku>,bentukan,[37] di- + (<all>) + (-i;-kan),
28491.2,x,,<dipa> + -ku,bentukan,[32] [SFS] -ku + (<all>),
28491.3,x,,di- + <pa> + -ku,bentukan,[37] di- + (<all>) + (-i;-kan) => [32] [SFS] -ku + (<all>),
,,,,,,
28492,v,2,dipakukan,dasar,,
28492.1,v,,di- + <paku> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28492.2,x,,di- + <pakukan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28492.3,x,,<dipaku> + -kan,bentukan,[29] [S] -kan + (<all>),
28492.4,x,,<dipakuk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28493,v,8,dipalak,dasar,,
28493.1,v,,di- + <palak>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28494,v,2,dipalaknya,dasar,,
28494.1,x,,di- + <palaknya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28494.2,x,,<dipalak> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28494.3,v,,di- + <palak> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28495,v,3,dipalang,dasar,,
28495.1,v,,di- + <palang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28496,v,6,dipalingkan,dasar,,
28496.1,v,,di- + <paling> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28496.2,x,,di- + <palingkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28496.3,x,,<dipaling> + -kan,bentukan,[29] [S] -kan + (<all>),
28496.4,x,,<dipalingk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28497,v,2,dipalingkannya,dasar,,
28497.1,x,,di- + <palingkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28497.2,x,,<dipalingkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28497.3,v,,di- + <paling> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28497.4,x,,di- + <palingkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28497.5,x,,<dipaling> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28497.6,x,,<dipalingk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28498,v,42,dipalsukan,dasar,,
28498.1,v,,di- + <palsu> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28498.2,x,,di- + <palsukan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28498.3,x,,<dipalsu> + -kan,bentukan,[29] [S] -kan + (<all>),
28498.4,x,,<dipalsuk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28499,v,4,dipalu,dasar,,
28499.1,v,,di- + <palu>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28500,v,2,dipamer-pamerkan,dasar,,
28500.1,v,,di- + <pamer> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28501,v,209,dipamerkan,dasar,,
28501.1,v,,di- + <pamer> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28501.2,x,,di- + <pamerkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28501.3,x,,<dipamer> + -kan,bentukan,[29] [S] -kan + (<all>),
28501.4,x,,<dipamerk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28502,v,6,dipamerkannya,dasar,,
28502.1,x,,di- + <pamerkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28502.2,x,,<dipamerkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28502.3,v,,di- + <pamer> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28502.4,x,,di- + <pamerkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28502.5,x,,<dipamer> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28502.6,x,,<dipamerk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28503,v,3,dipampang,dasar,,
28503.1,v,,di- + <pampang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28504,v,3,dipampangkan,dasar,,
28504.1,v,,di- + <pampang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28504.2,x,,di- + <pampangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28504.3,x,,<dipampang> + -kan,bentukan,[29] [S] -kan + (<all>),
28504.4,x,,<dipampangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28505,v,2,dipampangkannya,dasar,,
28505.1,x,,di- + <pampangkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28505.2,x,,<dipampangkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28505.3,v,,di- + <pampang> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28505.4,x,,di- + <pampangkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28505.5,x,,<dipampang> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28505.6,x,,<dipampangk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28506,v,2,dipampas,dasar,,
28506.1,v,,di- + <pampas>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28507,k,76,dipan,dasar,,
28507.1,x,,di- + <pan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28507.2,x,,<dip> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28508,v,3,dipan-dipan,dasar,,
28508.1,v,,<dipan> [-] <r>,bentukan,[23] [RD] |,
28508.2,x,,di- + <pan> [-] di- + <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [23] [RD] |,
28508.3,x,,<dip> + -an [-] <r> + -an,bentukan,[38] [S] -an + (<all>) => [23] [RD] |,
,,,,,,
28509,v,4,dipanah,dasar,,
28509.1,v,,di- + <panah>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28510,v,3,dipanas-panasi,dasar,,
28510.1,v,,di- + <panas> [-] <r> + -i,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28511,v,7,dipanasi,dasar,,
28511.1,v,,di- + <panas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28511.2,x,,di- + <panasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28511.3,x,,<dipanas> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28512,v,113,dipanaskan,dasar,,
28512.1,v,,di- + <panas> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28512.2,x,,di- + <panaskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28512.3,x,,<dipanas> + -kan,bentukan,[29] [S] -kan + (<all>),
28512.4,x,,<dipanask> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28513,v,2,dipanaskannya,dasar,,
28513.1,x,,di- + <panaskannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28513.2,x,,<dipanaskan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28513.3,v,,di- + <panas> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28513.4,x,,di- + <panaskan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28513.5,x,,<dipanas> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28513.6,x,,<dipanask> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28514,v,2,dipancang,dasar,,
28514.1,v,,di- + <pancang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28515,v,7,dipancangkan,dasar,,
28515.1,v,,di- + <pancang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28515.2,x,,di- + <pancangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28515.3,x,,<dipancang> + -kan,bentukan,[29] [S] -kan + (<all>),
28515.4,x,,<dipancangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28516,v,2,dipancari,dasar,,
28516.1,v,,di- + <pancar> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28516.2,x,,di- + <pancari>,bentukan,[37] di- + (<all>) + (-i;-kan),
28516.3,x,,<dipancar> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28517,v,32,dipancarkan,dasar,,
28517.1,v,,di- + <pancar> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28517.2,x,,di- + <pancarkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28517.3,x,,<dipancar> + -kan,bentukan,[29] [S] -kan + (<all>),
28517.4,x,,<dipancark> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28518,v,4,dipancarkannya,dasar,,
28518.1,x,,di- + <pancarkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28518.2,x,,<dipancarkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28518.3,v,,di- + <pancar> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28518.4,x,,di- + <pancarkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28518.5,x,,<dipancar> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28518.6,x,,<dipancark> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28519,v,4,dipancarluaskan,dasar,,
28519.1,v,,di- + <pancarluas> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28519.2,x,,di- + <pancarluaskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28519.3,x,,<dipancarluas> + -kan,bentukan,[29] [S] -kan + (<all>),
28519.4,x,,<dipancarluask> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28520,v,17,dipancing,dasar,,
28520.1,v,,di- + <pancing>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28521,v,9,dipancung,dasar,,
28521.1,v,,di- + <pancung>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28522,v,1298,dipandang,dasar,,
28522.1,v,,di- + <pandang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28523,v,10,dipandangi,dasar,,
28523.1,v,,di- + <pandang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28523.2,x,,di- + <pandangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28523.3,x,,<dipandang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28524,v,24,dipandanginya,dasar,,
28524.1,x,,di- + <pandanginya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28524.2,x,,<dipandangi> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28524.3,v,,di- + <pandang> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28524.4,x,,di- + <pandangi> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28524.5,x,,<dipandang> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28525,v,40,dipandangnya,dasar,,
28525.1,x,,di- + <pandangnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28525.2,x,,<dipandang> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28525.3,v,,di- + <pandang> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28526,v,169,dipandu,dasar,,
28526.1,v,,di- + <pandu>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28527,v,5,dipandunya,dasar,,
28527.1,x,,di- + <pandunya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28527.2,x,,<dipandu> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28527.3,v,,di- + <pandu> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
28528,v,145,dipanen,dasar,,
28528.1,v,,di- + <panen>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28529,v,2,dipanggakkannya,dasar,,
28529.1,x,,di- + <panggakkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28529.2,x,,<dipanggakkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28529.3,v,,di- + <panggak> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28529.4,x,,di- + <panggakkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28529.5,x,,<dipanggak> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28529.6,x,,<dipanggakk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28530,k,45,dipanggang,dasar,,
28530.1,v,,di- + <panggang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28531,v,2,dipanggangkan,dasar,,
28531.1,v,,di- + <panggang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28531.2,x,,di- + <panggangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28531.3,x,,<dipanggang> + -kan,bentukan,[29] [S] -kan + (<all>),
28531.4,x,,<dipanggangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28532,v,732,dipanggil,dasar,,
28532.1,v,,di- + <panggil>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28533,v,9,dipanggil-panggil,dasar,,
28533.1,v,,di- + <panggil> [-] <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28534,v,8,dipanggilkan,dasar,,
28534.1,v,,di- + <panggil> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28534.2,x,,di- + <panggilkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28534.3,x,,<dipanggil> + -kan,bentukan,[29] [S] -kan + (<all>),
28534.4,x,,<dipanggilk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28535,v,8,dipanggillah,dasar,,
28535.1,x,,di- + <panggillah>,bentukan,[37] di- + (<all>) + (-i;-kan),
28535.2,x,,<dipanggil> + -lah,bentukan,[31] [FS] -lah + (<all>),
28535.3,v,,di- + <panggil> + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
,,,,,,
28536,v,15,dipanggul,dasar,,
28536.1,v,,di- + <panggul>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28537,v,8,dipanggulnya,dasar,,
28537.1,x,,di- + <panggulnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
