Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
27995.3,v,,di- + <lupa> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27995.4,x,,di- + <lupakan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27995.5,x,,<dilupa> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27995.6,x,,<dilupak> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27996,v,2,diluputi,dasar,,
27996.1,v,,di- + <luput> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27996.2,x,,di- + <luputi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27996.3,x,,<diluput> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27997,v,4,diluruhkan,dasar,,
27997.1,v,,di- + <luruh> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27997.2,x,,di- + <luruhkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27997.3,x,,<diluruh> + -kan,bentukan,[29] [S] -kan + (<all>),
27997.4,x,,<diluruhk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27998,v,70,diluruskan,dasar,,
27998.1,v,,di- + <lurus> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27998.2,x,,di- + <luruskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27998.3,x,,<dilurus> + -kan,bentukan,[29] [S] -kan + (<all>),
27998.4,x,,<dilurusk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27999,k,10,dilusi,dasar,,
27999.1,x,,di- + <lus> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27999.2,x,,di- + <lusi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27999.3,x,,<dilus> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28000,k,0,diluvium,dasar,,
28000.1,x,,di- + <luvium>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28001,k,37,dim,dasar,,
28001.1,x,,di- + <m>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28002,v,48,dimaafkan,dasar,,
28002.1,v,,di- + <maaf> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28002.2,x,,di- + <maafkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28002.3,x,,<dimaaf> + -kan,bentukan,[29] [S] -kan + (<all>),
28002.4,x,,<dimaafk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28003,k,22,dimabuk,dasar,,
28003.1,v,,di- + <mabuk>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28004,k,0,dimabuk angan-angan,dasar,,
,,,,,,
28005,k,0,dimabuk bayang-bayang,dasar,,
,,,,,,
28006,k,0,dimabuk cinta,dasar,,
28006.1,x,,di- + <mabuk cinta>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28007,k,0,dimabuk nasib,dasar,,
28007.1,v,,di- + <mabuk nasib>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28008,v,9,dimadu,dasar,,
28008.1,v,,di- + <madu>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28009,v,2,dimagangkan,dasar,,
28009.1,v,,di- + <magang> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28009.2,x,,di- + <magangkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28009.3,x,,<dimagang> + -kan,bentukan,[29] [S] -kan + (<all>),
28009.4,x,,<dimagangk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28010,t,2,dimain-mainin,dasar,dimain-mainkan,
28010.1,x,,di- + <main> [-] <r> + -in,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28011,v,3,dimain-mainkan,dasar,,
28011.1,v,,di- + <main> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28012,t,3,dimainin,dasar,dimainkan,
28012.1,x,,di- + <mainin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28013,v,435,dimainkan,dasar,,
28013.1,v,,di- + <main> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28013.2,x,,di- + <mainkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28013.3,x,,<dimain> + -kan,bentukan,[29] [S] -kan + (<all>),
28013.4,x,,<dimaink> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28014,v,20,dimainkannya,dasar,,
28014.1,x,,di- + <mainkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28014.2,x,,<dimainkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28014.3,v,,di- + <main> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28014.4,x,,di- + <mainkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28014.5,x,,<dimain> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28014.6,x,,<dimaink> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28015,v,2,dimaju-mundurkan,dasar,,
,,,,,,
28016,v,41,dimajukan,dasar,,
28016.1,v,,di- + <maju> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28016.2,x,,di- + <majukan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28016.3,x,,<dimaju> + -kan,bentukan,[29] [S] -kan + (<all>),
28016.4,x,,<dimajuk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28017,v,213,dimakamkan,dasar,,
28017.1,v,,di- + <makam> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28017.2,x,,di- + <makamkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28017.3,x,,<dimakam> + -kan,bentukan,[29] [S] -kan + (<all>),
28017.4,x,,<dimakamk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28018,v,400,dimakan,dasar,,
28018.1,x,,di- + <ma> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28018.2,v,,di- + <makan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28018.3,x,,<dima> + -kan,bentukan,[29] [S] -kan + (<all>),
28018.4,x,,<dimak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28019,k,0,dimakan pakaian,dasar,,
28019.1,x,,di- + <makan pakaian>,bentukan,[37] di- + (<all>) + (-i;-kan),
28019.2,x,,<dimakan pakai> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28020,k,0,dimakan peluru,dasar,,
28020.1,v,,di- + <makan peluru>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28021,k,0,dimakan sumpah,dasar,,
28021.1,v,,di- + <makan sumpah>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28022,k,0,dimakan tikus,dasar,,
28022.1,v,,di- + <makan tikus>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28023,k,0,dimakan umur,dasar,,
28023.1,v,,di- + <makan umur>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28024,k,0,dimakan usia,dasar,,
28024.1,v,,di- + <makan usia>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28025,v,30,dimakannya,dasar,,
28025.1,x,,di- + <makannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28025.2,x,,<dimakan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28025.3,x,,di- + <ma> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28025.4,v,,di- + <makan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28025.5,x,,<dima> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
28025.6,x,,<dimak> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28026,x,3,dimakasud,dasar,,
28026.1,x,,di- + <makasud>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28027,t,3,dimakeup,dasar,dirias,dimekap
28027.1,x,,di- + <makeup>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
28028,v,13,dimaki,dasar,,
28028.1,x,,di- + <mak> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28028.2,v,,di- + <maki>,bentukan,[37] di- + (<all>) + (-i;-kan),
28028.3,x,,<dimak> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28029,v,14,dimaki-maki,dasar,,
28029.1,x,,di- + <mak> [-] <r> + -i,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
28029.2,v,,di- + <maki> [-] <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
28030,v,2,dimakinya,dasar,,
28030.1,x,,di- + <makinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28030.2,x,,<dimaki> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28030.3,x,,di- + <mak> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28030.4,v,,di- + <maki> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28030.5,x,,<dimak> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28031,v,2,dimaklumatkan,dasar,,
28031.1,v,,di- + <maklumat> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28031.2,x,,di- + <maklumatkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28031.3,x,,<dimaklumat> + -kan,bentukan,[29] [S] -kan + (<all>),
28031.4,x,,<dimaklumatk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28032,v,143,dimaklumi,dasar,,
28032.1,v,,di- + <maklum> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28032.2,x,,di- + <maklumi>,bentukan,[37] di- + (<all>) + (-i;-kan),
28032.3,x,,<dimaklum> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28033,v,3,dimaklumkan,dasar,,
28033.1,v,,di- + <maklum> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28033.2,x,,di- + <maklumkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28033.3,x,,<dimaklum> + -kan,bentukan,[29] [S] -kan + (<all>),
28033.4,x,,<dimaklumk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
28034,v,335,dimaknai,dasar,,
28034.1,v,,di- + <makna> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
28034.2,x,,di- + <maknai>,bentukan,[37] di- + (<all>) + (-i;-kan),
28034.3,x,,<dimakna> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
28035,v,2,dimaknainya,dasar,,
28035.1,x,,di- + <maknainya>,bentukan,[37] di- + (<all>) + (-i;-kan),
28035.2,x,,<dimaknai> + -nya,bentukan,[34] [SFS] -nya + (<all>),
28035.3,v,,di- + <makna> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28035.4,x,,di- + <maknai> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
28035.5,x,,<dimakna> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
28036,v,4,dimaknakan,dasar,,
28036.1,v,,di- + <makna> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
28036.2,x,,di- + <maknakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
28036.3,x,,<dimakna> + -kan,bentukan,[29] [S] -kan + (<all>),
28036.4,x,,<dimaknak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
