Nomor,KP,Jumlah,Entri,Tipe,Pembentukan,
27239.2,x,,di- + <kasihi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27239.3,x,,<dikasih> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27240,t,6,dikasihkan,dasar,diberikan,
27240.1,x,,di- + <kasih> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27240.2,x,,di- + <kasihkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27240.3,x,,<dikasih> + -kan,bentukan,[29] [S] -kan + (<all>),
27240.4,x,,<dikasihk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27241,x,92,dikata,dasar,,
27241.1,x,,di- + <kata>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27242,t,5,dikatain,dasar,dicela,
27242.1,x,,di- + <katain>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27243,v,2361,dikatakan,dasar,,
27243.1,v,,di- + <kata> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27243.2,x,,di- + <katakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27243.3,x,,<dikata> + -kan,bentukan,[29] [S] -kan + (<all>),
27243.4,x,,<dikatak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27244,v,24,dikatakanbahwa,dasar,,
27244.1,x,,di- + <katakanbahwa>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27245,v,2,dikatakanlah,dasar,,
27245.1,x,,di- + <katakanlah>,bentukan,[37] di- + (<all>) + (-i;-kan),
27245.2,x,,<dikatakan> + -lah,bentukan,[31] [FS] -lah + (<all>),
27245.3,v,,di- + <kata> + -kan + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
27245.4,x,,di- + <katakan> + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
27245.5,x,,<dikata> + -kan + -lah,bentukan,[29] [S] -kan + (<all>) => [31] [FS] -lah + (<all>),
27245.6,x,,<dikatak> + -an + -lah,bentukan,[38] [S] -an + (<all>) => [31] [FS] -lah + (<all>),
,,,,,,
27246,v,175,dikatakannya,dasar,,
27246.1,x,,di- + <katakannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27246.2,x,,<dikatakan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27246.3,v,,di- + <kata> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27246.4,x,,di- + <katakan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27246.5,x,,<dikata> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27246.6,x,,<dikatak> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27247,v,5,dikatalisasi,dasar,,
27247.1,x,,di- + <katalisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27247.2,v,,di- + <katalisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27247.3,x,,<dikatalisas> + -i,bentukan,[28] [S] -i + (<all>),
27247.4,x,,<dikatali> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
27247.5,x,,<dikatalis> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
27247.6,x,,<dikatal> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
27248,v,2,dikatalisis,dasar,,
27248.1,v,,di- + <katalisis>,bentukan,[37] di- + (<all>) + (-i;-kan),
27248.2,x,,<dikatalisi> + [-is:-s],bentukan,[177] [S] -is + (i),
27248.3,x,,<dikatalis> + -is,bentukan,[178] [S] -is + (<others>),
,,,,,,
27249,v,604,dikategorikan,dasar,,
27249.1,v,,di- + <kategori> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27249.2,x,,di- + <kategorikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27249.3,x,,<dikategori> + -kan,bentukan,[29] [S] -kan + (<all>),
27249.4,x,,<dikategorik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27250,v,7,dikategorisasi,dasar,,
27250.1,x,,di- + <kategorisas> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27250.2,v,,di- + <kategorisasi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27250.3,x,,<dikategorisas> + -i,bentukan,[28] [S] -i + (<all>),
27250.4,x,,<dikategori> + [-isasi:-sasi],bentukan,[166] [S] -isasi + (i),
27250.5,x,,<dikategoris> + [-isasi:-asi],bentukan,[167] [S] -isasi + (is),
27250.6,x,,<dikategor> + -isasi,bentukan,[169] [S] -isasi + (<others>),
,,,,,,
27251,v,12,dikategorisasikan,dasar,,
27251.1,v,,di- + <kategorisasi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27251.2,x,,di- + <kategorisasikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27251.3,x,,<dikategorisasi> + -kan,bentukan,[29] [S] -kan + (<all>),
27251.4,x,,<dikategorisasik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27252,k,0,dikati,dasar,,
27252.1,x,,di- + <kat> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27252.2,v,,di- + <kati>,bentukan,[37] di- + (<all>) + (-i;-kan),
27252.3,x,,<dikat> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27253,v,4,dikatrol,dasar,,
27253.1,v,,di- + <katrol>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27254,v,6,dikatupkan,dasar,,
27254.1,v,,di- + <katup> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27254.2,x,,di- + <katupkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27254.3,x,,<dikatup> + -kan,bentukan,[29] [S] -kan + (<all>),
27254.4,x,,<dikatupk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27255,v,2,dikatupkannya,dasar,,
27255.1,x,,di- + <katupkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27255.2,x,,<dikatupkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27255.3,v,,di- + <katup> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27255.4,x,,di- + <katupkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27255.5,x,,<dikatup> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27255.6,x,,<dikatupk> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27256,k,13,dikau,dasar,,
27256.1,x,,di- + <kau>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27257,v,174,dikawal,dasar,,
27257.1,v,,di- + <kawal>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27258,t,8,dikawatirkan,dasar,dikhawatirkan,
27258.1,x,,di- + <kawatir> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27258.2,x,,di- + <kawatirkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27258.3,x,,<dikawatir> + -kan,bentukan,[29] [S] -kan + (<all>),
27258.4,x,,<dikawatirk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27259,v,14,dikawini,dasar,,
27259.1,v,,di- + <kawin> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27259.2,x,,di- + <kawini>,bentukan,[37] di- + (<all>) + (-i;-kan),
27259.3,x,,<dikawin> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27260,v,5,dikawininya,dasar,,
27260.1,x,,di- + <kawininya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27260.2,x,,<dikawini> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27260.3,v,,di- + <kawin> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27260.4,x,,di- + <kawini> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27260.5,x,,<dikawin> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27261,v,59,dikawinkan,dasar,,
27261.1,v,,di- + <kawin> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27261.2,x,,di- + <kawinkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27261.3,x,,<dikawin> + -kan,bentukan,[29] [S] -kan + (<all>),
27261.4,x,,<dikawink> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27262,v,2,dikawinkannya,dasar,,
27262.1,x,,di- + <kawinkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27262.2,x,,<dikawinkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27262.3,v,,di- + <kawin> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27262.4,x,,di- + <kawinkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27262.5,x,,<dikawin> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27262.6,x,,<dikawink> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27263,v,14,dikayuh,dasar,,
27263.1,v,,di- + <kayuh>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27264,v,6,dikayuhnya,dasar,,
27264.1,x,,di- + <kayuhnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27264.2,x,,<dikayuh> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27264.3,v,,di- + <kayuh> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27265,k,2,dikebat,dasar,,
27265.1,v,,di- + <kebat>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27266,v,23,dikebiri,dasar,,
27266.1,x,,di- + <kebir> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27266.2,v,,di- + <kebiri>,bentukan,[37] di- + (<all>) + (-i;-kan),
27266.3,x,,<dikebir> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27267,v,32,dikebumikan,dasar,,
27267.1,v,,di- + <kebumi> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27267.2,x,,di- + <kebumikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27267.3,x,,<dikebumi> + -kan,bentukan,[29] [S] -kan + (<all>),
27267.4,x,,<dikebumik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27268,v,64,dikecam,dasar,,
27268.1,v,,di- + <kecam>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27269,v,7,dikecambahkan,dasar,,
27269.1,v,,di- + <kecambah> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27269.2,x,,di- + <kecambahkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27269.3,x,,<dikecambah> + -kan,bentukan,[29] [S] -kan + (<all>),
27269.4,x,,<dikecambahk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27270,v,2,dikecamnya,dasar,,
27270.1,x,,di- + <kecamnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27270.2,x,,<dikecam> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27270.3,v,,di- + <kecam> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27271,k,0,dikecek,dasar,,
27271.1,v,,di- + <kecek>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27272,v,32,dikecewakan,dasar,,
27272.1,v,,di- + <kecewa> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27272.2,x,,di- + <kecewakan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27272.3,x,,<dikecewa> + -kan,bentukan,[29] [S] -kan + (<all>),
27272.4,x,,<dikecewak> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27273,t,2,dikecilin,dasar,dikecilkan,
27273.1,x,,di- + <kecilin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27274,v,18,dikecilkan,dasar,,
27274.1,v,,di- + <kecil> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27274.2,x,,di- + <kecilkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27274.3,x,,<dikecil> + -kan,bentukan,[29] [S] -kan + (<all>),
27274.4,x,,<dikecilk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27275,v,8,dikecoh,dasar,,
27275.1,v,,di- + <kecoh>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27276,v,397,dikecualikan,dasar,,
27276.1,v,,di- + <kecuali> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27276.2,x,,di- + <kecualikan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27276.3,x,,<dikecuali> + -kan,bentukan,[29] [S] -kan + (<all>),
27276.4,x,,<dikecualik> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27277,v,5,dikecup,dasar,,
27277.1,v,,di- + <kecup>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27278,v,7,dikecupnya,dasar,,
27278.1,x,,di- + <kecupnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27278.2,x,,<dikecup> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27278.3,v,,di- + <kecup> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27279,v,87,dikedepankan,dasar,,
27279.1,v,,di- + <kedepan> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27279.2,x,,di- + <kedepankan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27279.3,x,,<dikedepan> + -kan,bentukan,[29] [S] -kan + (<all>),
27279.4,x,,<dikedepank> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27280,v,3,dikedepankannya,dasar,,
27280.1,x,,di- + <kedepankannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27280.2,x,,<dikedepankan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27280.3,v,,di- + <kedepan> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27280.4,x,,di- + <kedepankan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27280.5,x,,<dikedepan> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27280.6,x,,<dikedepank> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27281,k,0,dikefobia,dasar,,
27281.1,x,,di- + <kefobia>,bentukan,[37] di- + (<all>) + (-i;-kan),
27281.2,x,,<dike> + -fobia,bentukan,[107] [S] -fobia + (<all>),
,,,,,,
27282,v,270,dikehendaki,dasar,,
27282.1,v,,di- + <kehendak> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27282.2,x,,di- + <kehendaki>,bentukan,[37] di- + (<all>) + (-i;-kan),
27282.3,x,,<dikehendak> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27283,v,36,dikehendakinya,dasar,,
27283.1,x,,di- + <kehendakinya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27283.2,x,,<dikehendaki> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27283.3,v,,di- + <kehendak> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27283.4,x,,di- + <kehendaki> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27283.5,x,,<dikehendak> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27284,v,205,dikejar,dasar,,
27284.1,v,,di- + <kejar>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27285,v,83,dikejar-kejar,dasar,,
27285.1,v,,di- + <kejar> [-] <r>,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
27286,v,6,dikejarnya,dasar,,
27286.1,x,,di- + <kejarnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27286.2,x,,<dikejar> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27286.3,v,,di- + <kejar> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27287,v,131,dikejutkan,dasar,,
27287.1,v,,di- + <kejut> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27287.2,x,,di- + <kejutkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27287.3,x,,<dikejut> + -kan,bentukan,[29] [S] -kan + (<all>),
27287.4,x,,<dikejutk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27288,v,10,dikekalkan,dasar,,
27288.1,v,,di- + <kekal> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27288.2,x,,di- + <kekalkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27288.3,x,,<dikekal> + -kan,bentukan,[29] [S] -kan + (<all>),
27288.4,x,,<dikekalk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27289,v,29,dikekang,dasar,,
27289.1,v,,di- + <kekang>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27290,v,2,dikekangi,dasar,,
27290.1,v,,di- + <kekang> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27290.2,x,,di- + <kekangi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27290.3,x,,<dikekang> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27291,v,2,dikekangnya,dasar,,
27291.1,x,,di- + <kekangnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27291.2,x,,<dikekang> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27291.3,v,,di- + <kekang> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27292,v,10,dikelabui,dasar,,
27292.1,v,,di- + <kelabu> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27292.2,x,,di- + <kelabui>,bentukan,[37] di- + (<all>) + (-i;-kan),
27292.3,x,,<dikelabu> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27293,v,3,dikelaskan,dasar,,
27293.1,v,,di- + <kelas> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27293.2,x,,di- + <kelaskan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27293.3,x,,<dikelas> + -kan,bentukan,[29] [S] -kan + (<all>),
27293.4,x,,<dikelask> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27294,v,27,dikelasnya,dasar,,
27294.1,x,,di- + <kelasnya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27294.2,x,,<dikelas> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27294.3,v,,di- + <kelas> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27295,v,297,dikelilingi,dasar,,
27295.1,v,,di- + <keliling> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27295.2,x,,di- + <kelilingi>,bentukan,[37] di- + (<all>) + (-i;-kan),
27295.3,x,,<dikeliling> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27296,v,2,dikelilingkan,dasar,,
27296.1,v,,di- + <keliling> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27296.2,x,,di- + <kelilingkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27296.3,x,,<dikeliling> + -kan,bentukan,[29] [S] -kan + (<all>),
27296.4,x,,<dikelilingk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27297,v,1436,dikelola,dasar,,
27297.1,v,,di- + <kelola>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27298,v,60,dikelolanya,dasar,,
27298.1,x,,di- + <kelolanya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27298.2,x,,<dikelola> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27298.3,v,,di- + <kelola> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
,,,,,,
27299,v,3,dikelompok-kelompokkan,dasar,,
27299.1,v,,di- + <kelompok> [-] <r> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan) => [39] [RD] di-|,
,,,,,,
27300,v,476,dikelompokkan,dasar,,
27300.1,v,,di- + <kelompok> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27300.2,x,,di- + <kelompokkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27300.3,x,,<dikelompok> + -kan,bentukan,[29] [S] -kan + (<all>),
27300.4,x,,<dikelompokk> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27301,t,5,dikeloni,dasar,,
27301.1,x,,di- + <kelon> + -i,bentukan,[37] di- + (<all>) + (-i;-kan),
27301.2,x,,di- + <keloni>,bentukan,[37] di- + (<all>) + (-i;-kan),
27301.3,x,,<dikelon> + -i,bentukan,[28] [S] -i + (<all>),
,,,,,,
27302,t,2,dikeloninya,dasar,,
27302.1,x,,di- + <keloninya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27302.2,x,,<dikeloni> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27302.3,x,,di- + <kelon> + -i + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27302.4,x,,di- + <keloni> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27302.5,x,,<dikelon> + -i + -nya,bentukan,[28] [S] -i + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27303,t,4,dikeluarin,dasar,dikeluarkan,
27303.1,x,,di- + <keluarin>,bentukan,[37] di- + (<all>) + (-i;-kan),
,,,,,,
27304,v,2066,dikeluarkan,dasar,,
27304.1,v,,di- + <keluar> + -kan,bentukan,[37] di- + (<all>) + (-i;-kan),
27304.2,x,,di- + <keluarkan>,bentukan,[37] di- + (<all>) + (-i;-kan),
27304.3,x,,<dikeluar> + -kan,bentukan,[29] [S] -kan + (<all>),
27304.4,x,,<dikeluark> + -an,bentukan,[38] [S] -an + (<all>),
,,,,,,
27305,v,6,dikeluarkanlah,dasar,,
27305.1,x,,di- + <keluarkanlah>,bentukan,[37] di- + (<all>) + (-i;-kan),
27305.2,x,,<dikeluarkan> + -lah,bentukan,[31] [FS] -lah + (<all>),
27305.3,v,,di- + <keluar> + -kan + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
27305.4,x,,di- + <keluarkan> + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
27305.5,x,,<dikeluar> + -kan + -lah,bentukan,[29] [S] -kan + (<all>) => [31] [FS] -lah + (<all>),
27305.6,x,,<dikeluark> + -an + -lah,bentukan,[38] [S] -an + (<all>) => [31] [FS] -lah + (<all>),
,,,,,,
27306,v,264,dikeluarkannya,dasar,,
27306.1,x,,di- + <keluarkannya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27306.2,x,,<dikeluarkan> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27306.3,v,,di- + <keluar> + -kan + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27306.4,x,,di- + <keluarkan> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
27306.5,x,,<dikeluar> + -kan + -nya,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>),
27306.6,x,,<dikeluark> + -an + -nya,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>),
,,,,,,
27307,v,2,dikeluarkannyalah,dasar,,
27307.1,x,,di- + <keluarkannyalah>,bentukan,[37] di- + (<all>) + (-i;-kan),
27307.2,x,,<dikeluarkannya> + -lah,bentukan,[31] [FS] -lah + (<all>),
27307.3,x,,di- + <keluarkannya> + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [31] [FS] -lah + (<all>),
27307.4,x,,<dikeluarkan> + -nya + -lah,bentukan,[34] [SFS] -nya + (<all>) => [31] [FS] -lah + (<all>),
27307.5,v,,di- + <keluar> + -kan + -nya + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>) => [31] [FS] -lah + (<all>),
27307.6,x,,di- + <keluarkan> + -nya + -lah,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>) => [31] [FS] -lah + (<all>),
27307.7,x,,<dikeluar> + -kan + -nya + -lah,bentukan,[29] [S] -kan + (<all>) => [34] [SFS] -nya + (<all>) => [31] [FS] -lah + (<all>),
27307.8,x,,<dikeluark> + -an + -nya + -lah,bentukan,[38] [S] -an + (<all>) => [34] [SFS] -nya + (<all>) => [31] [FS] -lah + (<all>),
,,,,,,
27308,x,2,dikeluarkanya,dasar,,
27308.1,x,,di- + <keluarkanya>,bentukan,[37] di- + (<all>) + (-i;-kan),
27308.2,x,,<dikeluarka> + -nya,bentukan,[34] [SFS] -nya + (<all>),
27308.3,x,,di- + <keluarka> + -nya,bentukan,[37] di- + (<all>) + (-i;-kan) => [34] [SFS] -nya + (<all>),
